Format: index, leftIndex, rightIndex, class - uX, uY, vX, vY, thresh - Score
1, 2, 3, -1 - 6, -56, -58, 0, 31.272317 - 0.591886
2, 4, 5, -1 - 40, 3, 1, 0, 41.184729 - 0.600520
3, 6, 7, -1 - 2, -20, -11, 0, 86.736656 - 0.655239
4, 8, 9, -1 - -34, -1, 46, -14, 53.910947 - 0.505522
5, 10, 11, -1 - 1, 16, -47, -9, -63.621937 - 0.969338
6, 12, 13, -1 - -29, -20, -7, -33, -36.912137 - 0.697420
7, 14, 15, -1 - -4, 2, -42, -12, -26.371044 - 0.698873
8, 16, 17, -1 - 35, -12, -16, -37, 18.570513 - 0.266711
9, 18, 19, -1 - -29, -7, -32, 39, -70.641194 - 0.442100
10, 20, 21, -1 - 51, 3, -19, 53, 92.352062 - 0.026750
11, 22, 23, -1 - -42, -23, 46, 12, -58.098086 - 0.974030
12, 24, 25, -1 - 45, -20, -55, -20, 93.823054 - 0.784459
13, 26, 27, -1 - 18, -2, -25, -21, 11.502426 - 0.578348
14, 28, 29, -1 - 39, 23, 28, -20, -71.727653 - 0.903045
15, 30, 31, -1 - -8, -18, -31, 39, 98.370312 - 0.634460
16, 32, 33, -1 - 32, -28, -35, -28, 34.067812 - 0.042348
17, 34, 35, -1 - -49, -3, 22, 16, -89.086581 - 0.640821
18, 36, 37, -1 - -26, 44, 23, -10, 25.144200 - 0.044176
19, 38, 39, -1 - -29, 31, 49, -25, 27.616199 - 0.156499
20, 40, 41, -1 - -28, 33, 5, 0, 11.142308 - 0.742487
21, 42, 43, -1 - -8, 7, 3, 21, -55.565050 - 0.009954
22, 44, 45, -1 - 44, -14, 0, 0, 11.484115 - 0.875571
23, 46, 47, -1 - -8, 27, 1, -42, -2.059999 - 0.831406
24, 48, 49, -1 - 29, -41, -32, -21, 48.509171 - 0.578045
25, 50, 51, -1 - 38, 27, -14, -44, 12.356944 - 0.863434
26, 52, 53, -1 - -48, -33, 24, 1, -14.175848 - 0.265006
27, 54, 55, -1 - 52, 1, 6, -19, 54.991302 - 0.464657
28, 56, 57, -1 - 51, 1, 31, -12, -21.518601 - 0.407830
29, 58, 59, -1 - 24, 23, 44, 36, -26.480911 - 0.902068
30, 60, 61, -1 - 26, -52, -49, -21, 21.170690 - 0.928483
31, 62, 63, -1 - -8, 7, 3, -22, -32.316050 - 0.245720
32, 64, 65, -1 - -22, 53, -1, -13, -25.327311 - 0.014785
33, 66, 67, -1 - 1, -24, -45, -29, -30.600909 - 0.684370
34, 68, 69, -1 - 7, 17, 48, 8, 46.574297 - 0.347591
35, 70, 71, -1 - 0, -55, 46, -35, -85.839412 - 0.500141
36, 72, 73, -1 - 0, -55, 46, -35, -85.839412 - 0.994030
37, 74, 75, -1 - -30, -6, -6, -26, 51.438948 - 0.021799
38, 76, 77, -1 - -17, 56, -16, 13, 80.114139 - 0.534015
39, 78, 79, -1 - -14, -21, 52, -13, 71.288186 - 0.083497
40, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
41, 80, 81, -1 - 18, -9, -13, 1, -72.283090 - 1.000000
42, 82, 83, -1 - 18, -9, -13, 1, -72.283090 - 0.970951
43, 84, 85, -1 - 0, 7, 57, 3, 84.783471 - 0.003488
44, 86, 87, -1 - 44, 9, 33, 47, -62.236396 - 0.075065
45, 88, 89, -1 - 31, 6, 44, -39, 34.580523 - 0.910438
46, 90, 91, -1 - -50, -1, -15, 21, 24.332408 - 0.486963
47, 92, 93, -1 - -5, -9, -8, 52, 74.584185 - 0.985753
48, 94, 95, -1 - -8, -46, -36, 5, 31.919309 - 0.879529
49, 96, 97, -1 - -17, -15, -9, -33, -91.027558 - 0.087182
50, 98, 99, -1 - 53, 23, 33, 2, 89.422285 - 0.822675
51, 100, 101, -1 - 12, 1, 21, -10, -29.923399 - 0.841224
52, 102, 103, -1 - -52, 11, 5, -56, -99.420148 - 0.857222
53, 104, 105, -1 - -14, -7, 24, 0, 58.384960 - 0.075223
54, 106, 107, -1 - -8, -57, -58, -14, 32.474746 - 0.337435
55, 108, 109, -1 - 58, -8, 1, 4, 94.409009 - 0.819332
56, 110, 111, -1 - 13, -56, -8, -9, 65.221107 - 0.951976
57, 112, 113, -1 - -22, -36, 14, 50, -98.278756 - 0.086516
58, 114, 115, -1 - 28, -4, 43, 2, -84.344005 - 0.117241
59, 116, 117, -1 - 23, -21, -15, -25, 35.764641 - 0.999818
60, 118, 119, -1 - -9, -11, 9, 0, 79.241310 - 0.563469
61, 120, 121, -1 - 38, -30, 36, -17, 34.128849 - 0.918876
62, 122, 123, -1 - -18, 35, 14, -40, -25.174718 - 0.071622
63, 124, 125, -1 - -44, -20, 28, -27, -88.421278 - 0.358518
64, 126, 127, -1 - 46, 3, 7, -52, -84.398938 - 0.286344
65, 128, 129, -1 - 33, -20, -54, -18, 64.226203 - 0.002103
66, 130, 131, -1 - -15, -48, 35, -16, 26.859340 - 0.085144
67, 132, 133, -1 - -8, -31, 11, 19, 89.434492 - 0.945434
68, 134, 135, -1 - 42, -23, 45, 7, 91.808832 - 0.402483
69, 136, 137, -1 - -2, 14, -56, -3, 15.640736 - 0.051891
70, 0, 0, 10 - 0, 0, 0, 0, 0.000000 - 0.000000
71, 138, 139, -1 - 25, -9, 32, 2, 5.105747 - 0.091918
72, 0, 0, 10 - 0, 0, 0, 0, 0.000000 - 0.000000
73, 140, 141, -1 - -58, -5, -9, -5, 14.590899 - 0.468996
74, 142, 143, -1 - 10, -4, 6, 2, -55.247658 - 0.004695
75, 144, 145, -1 - 41, -11, -29, -5, 92.913602 - 0.288221
76, 146, 147, -1 - 6, 2, -17, 57, -72.069460 - 0.960485
77, 148, 149, -1 - -22, 40, 48, -24, 70.091861 - 0.088413
78, 150, 151, -1 - 46, -35, -25, -43, -52.006592 - 0.112431
79, 152, 153, -1 - 50, -32, 24, -32, 4.745628 - 0.033491
80, 154, 155, -1 - -32, 22, -1, 23, 69.286172 - 1.000000
81, 0, 0, 3 - 0, 0, 0, 0, 0.000000 - 0.000000
82, 0, 0, 4 - 0, 0, 0, 0, 0.000000 - 0.000000
83, 0, 0, 5 - 0, 0, 0, 0, 0.000000 - 0.000000
84, 156, 157, -1 - -4, 8, 22, 47, -64.079714 - 0.002516
85, 158, 159, -1 - 54, 18, 45, 4, 50.401318 - 0.811278
86, 160, 161, -1 - -3, -12, -36, -14, 9.720145 - 0.828170
87, 162, 163, -1 - -20, 11, 35, -10, -91.998047 - 0.007305
88, 164, 165, -1 - 13, -4, 24, -43, 44.859157 - 0.226540
89, 166, 167, -1 - 20, 46, 25, 3, 77.550584 - 0.396180
90, 168, 169, -1 - 17, -1, 1, 1, 48.844874 - 0.943466
91, 170, 171, -1 - -5, -8, 21, -17, 83.507797 - 0.079138
92, 172, 173, -1 - -13, -56, -11, -7, 9.006012 - 0.759359
93, 174, 175, -1 - 13, -8, -9, -8, -44.969024 - 0.061865
94, 0, 0, 15 - 0, 0, 0, 0, 0.000000 - 0.000000
95, 176, 177, -1 - 18, -9, -13, 1, -72.283090 - 0.031172
96, 178, 179, -1 - -45, -13, -34, -4, -1.565600 - 0.065817
97, 180, 181, -1 - 13, -56, -8, -9, 65.221107 - 0.863341
98, 182, 183, -1 - 34, -3, 31, -39, -69.200720 - 0.456668
99, 184, 185, -1 - -31, 37, 28, 36, 45.139927 - 0.097778
100, 186, 187, -1 - 52, 27, 27, -45, 41.319010 - 0.790949
101, 188, 189, -1 - -41, 39, 24, -19, 49.516282 - 0.317872
102, 190, 191, -1 - -39, 42, 36, 27, 57.011628 - 0.907941
103, 192, 193, -1 - -47, -18, 0, 1, -12.613300 - 0.853215
104, 194, 195, -1 - -4, -35, -34, -40, 81.334880 - 0.044038
105, 196, 197, -1 - -4, -35, -34, -40, 81.334880 - 0.999249
106, 198, 199, -1 - -8, -51, 23, -28, 73.491623 - 0.764116
107, 200, 201, -1 - 0, -1, -15, -36, -14.828944 - 0.134030
108, 202, 203, -1 - 7, -54, -41, -15, 37.076937 - 0.779587
109, 204, 205, -1 - 12, -52, 7, 24, 96.429334 - 0.690497
110, 206, 207, -1 - -21, 16, 50, 1, 32.297739 - 0.262759
111, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
112, 208, 209, -1 - -5, 2, -22, -37, 16.067995 - 0.938315
113, 210, 211, -1 - -55, 5, 40, 21, -48.448134 - 0.022146
114, 212, 213, -1 - 17, 19, -39, 27, 11.575671 - 0.503258
115, 214, 215, -1 - 36, -23, 40, 28, 81.743828 - 0.011945
116, 216, 217, -1 - -19, -17, 12, 0, 46.525468 - 0.235976
117, 218, 219, -1 - 3, -25, -5, -4, 97.283853 - 0.599895
118, 220, 221, -1 - -26, 3, -10, -22, -58.983123 - 0.167298
119, 0, 0, 6 - 0, 0, 0, 0, 0.000000 - 0.000000
120, 222, 223, -1 - -25, -18, 6, -9, -50.425733 - 0.674678
121, 224, 225, -1 - -1, 2, -8, -28, -62.273019 - 0.026226
122, 226, 227, -1 - -9, 9, 21, -52, -6.521805 - 0.029006
123, 228, 229, -1 - 12, 15, 56, -10, -18.521683 - 0.664695
124, 230, 231, -1 - -3, -3, -46, -30, 11.044649 - 0.992774
125, 232, 233, -1 - 17, -1, 1, 1, 48.844874 - 0.034811
126, 234, 235, -1 - 27, 17, 14, 28, 49.656667 - 0.143344
127, 0, 0, 3 - 0, 0, 0, 0, 0.000000 - 0.000000
128, 236, 237, -1 - -44, -25, -2, -31, -98.480178 - 0.000812
129, 238, 239, -1 - 10, -13, 24, -17, 26.212348 - 0.066236
130, 0, 0, 10 - 0, 0, 0, 0, 0.000000 - 0.000000
131, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
132, 240, 241, -1 - 25, -15, 45, 2, -79.979858 - 0.864616
133, 242, 243, -1 - 30, -33, -5, -27, 6.472976 - 0.061927
134, 244, 245, -1 - 25, -15, 45, 2, -79.979858 - 0.474824
135, 246, 247, -1 - 0, -28, -50, -11, -8.206427 - 0.428443
136, 248, 249, -1 - -9, -5, 36, -46, -32.694479 - 0.347200
137, 250, 251, -1 - -3, -3, -46, -30, 11.044649 - 0.019604
138, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
139, 252, 253, -1 - 0, 0, 49, -24, -40.684225 - 0.881291
140, 0, 0, 19 - 0, 0, 0, 0, 0.000000 - 0.000000
141, 0, 0, 18 - 0, 0, 0, 0, 0.000000 - 0.000000
142, 0, 0, 1 - 0, 0, 0, 0, 0.000000 - 0.000000
143, 254, 255, -1 - -29, -5, 17, -3, -31.076998 - 0.003326
144, 256, 257, -1 - -29, -5, 19, -36, 8.346812 - 0.198822
145, 0, 0, 1 - 0, 0, 0, 0, 0.000000 - 0.000000
146, 258, 259, -1 - 27, -15, 3, 33, 68.797876 - 0.245482
147, 0, 0, 3 - 0, 0, 0, 0, 0.000000 - 0.000000
148, 260, 261, -1 - 16, -18, 58, -7, 19.589831 - 0.062952
149, 262, 263, -1 - -12, -6, 0, -19, -71.123386 - 0.708579
150, 264, 265, -1 - -12, 20, 8, -45, 31.510361 - 0.113254
151, 266, 267, -1 - 16, -18, 58, -7, 19.589831 - 0.505178
152, 268, 269, -1 - -14, 52, 47, -17, 93.292032 - 0.026483
153, 270, 271, -1 - 53, -3, 48, -34, -40.055544 - 0.476725
154, 0, 0, 16 - 0, 0, 0, 0, 0.000000 - 0.000000
155, 0, 0, 1 - 0, 0, 0, 0, 0.000000 - 0.000000
156, 0, 0, 4 - 0, 0, 0, 0, 0.000000 - 0.000000
157, 0, 0, 3 - 0, 0, 0, 0, 0.000000 - 0.000000
158, 0, 0, 3 - 0, 0, 0, 0, 0.000000 - 0.000000
159, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
160, 0, 0, 18 - 0, 0, 0, 0, 0.000000 - 0.000000
161, 272, 273, -1 - -2, -2, 34, -46, -34.891812 - 0.337290
162, 0, 0, 18 - 0, 0, 0, 0, 0.000000 - 0.000000
163, 0, 0, 19 - 0, 0, 0, 0, 0.000000 - 0.000000
164, 274, 275, -1 - 1, -5, -39, -2, 3.115940 - 1.000000
165, 0, 0, 21 - 0, 0, 0, 0, 0.000000 - 0.000000
166, 276, 277, -1 - -31, -50, -14, 13, -70.323801 - 0.049055
167, 278, 279, -1 - 18, -9, -13, 1, -72.283090 - 0.120681
168, 280, 281, -1 - -54, 22, 34, 12, 53.349406 - 0.996038
169, 282, 283, -1 - 18, 36, 11, 6, -42.527543 - 0.560577
170, 284, 285, -1 - -41, -8, 25, -15, 23.685415 - 0.009178
171, 286, 287, -1 - 28, -24, 22, -16, 65.276040 - 0.786319
172, 288, 289, -1 - 35, -12, -16, -37, 18.570513 - 0.021443
173, 290, 291, -1 - 18, -9, -13, 1, -72.283090 - 0.060474
174, 0, 0, 4 - 0, 0, 0, 0, 0.000000 - 0.000000
175, 0, 0, 5 - 0, 0, 0, 0, 0.000000 - 0.000000
176, 0, 0, 11 - 0, 0, 0, 0, 0.000000 - 0.000000
177, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
178, 292, 293, -1 - -20, 34, 47, -24, -85.009308 - 0.213580
179, 294, 295, -1 - 27, 23, 47, -20, -82.073428 - 0.022980
180, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
181, 296, 297, -1 - 10, -34, 38, -9, 29.703665 - 0.471897
182, 298, 299, -1 - -13, -13, -9, 1, 74.169134 - 0.939503
183, 300, 301, -1 - 15, 0, -14, -56, -62.303537 - 0.138261
184, 302, 303, -1 - 40, 0, 47, 20, 17.099521 - 0.002946
185, 304, 305, -1 - -2, -5, -12, -15, 28.061769 - 0.337290
186, 306, 307, -1 - -32, -39, 25, -44, -49.681082 - 0.032509
187, 308, 309, -1 - 17, -1, 1, 1, 48.844874 - 0.065351
188, 0, 0, 17 - 0, 0, 0, 0, 0.000000 - 0.000000
189, 310, 311, -1 - -29, -12, 1, 0, 6.912442 - 0.918296
190, 312, 313, -1 - -7, 50, 7, 26, 73.650319 - 0.442690
191, 314, 315, -1 - -54, 10, 0, -34, -23.593860 - 0.403511
192, 316, 317, -1 - 15, 6, -1, -8, -58.580279 - 0.894296
193, 318, 319, -1 - 17, -15, 3, -8, 9.598071 - 0.231591
194, 320, 321, -1 - 1, -5, -24, -1, 34.965056 - 0.044967
195, 322, 323, -1 - -8, -42, -9, -9, 99.871822 - 0.818567
196, 324, 325, -1 - -7, -44, -18, -16, 89.794610 - 0.999198
197, 0, 0, 10 - 0, 0, 0, 0, 0.000000 - 0.000000
198, 326, 327, -1 - 0, 2, 13, -39, -67.766350 - 0.274389
199, 328, 329, -1 - 32, 33, -26, 44, -46.549883 - 0.058925
200, 330, 331, -1 - 23, -29, -4, -30, 23.831904 - 1.000000
201, 332, 333, -1 - -22, -26, -16, -12, -7.669301 - 0.030818
202, 334, 335, -1 - -31, 0, 46, -35, -30.191961 - 0.842170
203, 336, 337, -1 - -7, 1, 50, -16, -79.155858 - 0.433045
204, 338, 339, -1 - 9, 41, -53, 8, 57.579272 - 0.991753
205, 340, 341, -1 - 51, 4, 15, 5, 84.154790 - 0.080086
206, 0, 0, 6 - 0, 0, 0, 0, 0.000000 - 0.000000
207, 342, 343, -1 - -58, -5, -9, -5, 14.590899 - 0.591673
208, 0, 0, 6 - 0, 0, 0, 0, 0.000000 - 0.000000
209, 0, 0, 7 - 0, 0, 0, 0, 0.000000 - 0.000000
210, 344, 345, -1 - -46, -33, 0, 16, -77.623829 - 0.257512
211, 346, 347, -1 - -21, -37, -10, 22, 24.344615 - 0.004962
212, 0, 0, 8 - 0, 0, 0, 0, 0.000000 - 0.000000
213, 0, 0, 7 - 0, 0, 0, 0, 0.000000 - 0.000000
214, 348, 349, -1 - -14, -1, 11, 1, 20.175787 - 0.009775
215, 0, 0, 7 - 0, 0, 0, 0, 0.000000 - 0.000000
216, 350, 351, -1 - 11, 1, -6, 4, 48.136845 - 0.041798
217, 352, 353, -1 - 17, -1, 1, 1, 48.844874 - 0.975526
218, 354, 355, -1 - -18, 41, 2, 28, -42.667928 - 0.829091
219, 0, 0, 13 - 0, 0, 0, 0, 0.000000 - 0.000000
220, 356, 357, -1 - -56, -11, 48, -6, 90.746788 - 0.175565
221, 358, 359, -1 - 6, 38, -10, -14, 50.675985 - 0.032468
222, 0, 0, 13 - 0, 0, 0, 0, 0.000000 - 0.000000
223, 360, 361, -1 - -28, 28, -57, 15, 29.776910 - 0.873981
224, 0, 0, 10 - 0, 0, 0, 0, 0.000000 - 0.000000
225, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
226, 362, 363, -1 - -41, 9, -32, 30, -5.233924 - 0.009429
227, 0, 0, 7 - 0, 0, 0, 0, 0.000000 - 0.000000
228, 364, 365, -1 - 38, 45, 2, -15, -8.987701 - 0.764204
229, 0, 0, 13 - 0, 0, 0, 0, 0.000000 - 0.000000
230, 366, 367, -1 - -22, -28, -17, 5, -2.255318 - 0.994030
231, 368, 369, -1 - 17, -1, 1, 1, 48.844874 - 0.764204
232, 0, 0, 7 - 0, 0, 0, 0, 0.000000 - 0.000000
233, 0, 0, 5 - 0, 0, 0, 0, 0.000000 - 0.000000
234, 370, 371, -1 - 5, 23, 0, -1, 48.203986 - 0.023701
235, 0, 0, 6 - 0, 0, 0, 0, 0.000000 - 0.000000
236, 372, 373, -1 - -28, 25, 34, -11, -44.877468 - 0.091983
237, 374, 375, -1 - 20, -12, -31, -50, 6.796472 - 0.000262
238, 376, 377, -1 - 22, -4, -25, -15, -11.685537 - 0.040596
239, 0, 0, 14 - 0, 0, 0, 0, 0.000000 - 0.000000
240, 0, 0, 19 - 0, 0, 0, 0, 0.000000 - 0.000000
241, 378, 379, -1 - -17, 14, 46, 4, 54.222236 - 0.993055
242, 0, 0, 10 - 0, 0, 0, 0, 0.000000 - 0.000000
243, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
244, 0, 0, 19 - 0, 0, 0, 0, 0.000000 - 0.000000
245, 380, 381, -1 - -12, -34, 13, 6, -77.861873 - 0.998636
246, 0, 0, 19 - 0, 0, 0, 0, 0.000000 - 0.000000
247, 382, 383, -1 - -34, -26, -22, -29, -2.359081 - 0.266765
248, 384, 385, -1 - -31, -16, -5, -28, 1.174963 - 0.045886
249, 386, 387, -1 - -2, -12, 29, -42, -56.230354 - 0.655328
250, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
251, 388, 389, -1 - -31, -16, -5, -28, 1.174963 - 0.008437
252, 0, 0, 18 - 0, 0, 0, 0, 0.000000 - 0.000000
253, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
254, 390, 391, -1 - 19, 26, 35, 10, 96.978668 - 0.086642
255, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
256, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
257, 392, 393, -1 - 18, -9, -13, 1, -72.283090 - 0.890492
258, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
259, 0, 0, 1 - 0, 0, 0, 0, 0.000000 - 0.000000
260, 394, 395, -1 - -27, 16, 35, 24, -14.206366 - 0.050996
261, 396, 397, -1 - 44, -14, 0, 0, 11.484115 - 0.755217
262, 398, 399, -1 - 34, 4, -20, -8, -55.668813 - 0.366834
263, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
264, 400, 401, -1 - 55, -8, 41, -43, -19.577624 - 0.126001
265, 402, 403, -1 - 53, 10, -4, 8, -21.683401 - 0.337066
266, 404, 405, -1 - -44, -36, 2, 3, 19.998779 - 0.083072
267, 406, 407, -1 - -7, -21, 48, -14, 18.454543 - 0.360417
268, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
269, 408, 409, -1 - 38, 26, 50, -20, -62.590411 - 0.009506
270, 410, 411, -1 - 46, 10, -12, 14, 0.863674 - 0.214088
271, 412, 413, -1 - 29, -45, 47, -30, 5.795465 - 0.073769
272, 0, 0, 19 - 0, 0, 0, 0, 0.000000 - 0.000000
273, 0, 0, 18 - 0, 0, 0, 0, 0.000000 - 0.000000
274, 414, 415, -1 - 15, -3, 8, 10, -0.198370 - 0.979869
275, 416, 417, -1 - -20, 11, 35, -10, -91.998047 - 0.954434
276, 418, 419, -1 - 12, 15, 56, -10, -18.521683 - 0.015333
277, 420, 421, -1 - 0, -55, 46, -35, -85.839412 - 0.650022
278, 0, 0, 1 - 0, 0, 0, 0, 0.000000 - 0.000000
279, 0, 0, 19 - 0, 0, 0, 0, 0.000000 - 0.000000
280, 0, 0, 10 - 0, 0, 0, 0, 0.000000 - 0.000000
281, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
282, 422, 423, -1 - 9, -10, 11, 0, -23.191015 - 0.313813
283, 0, 0, 9 - 0, 0, 0, 0, 0.000000 - 0.000000
284, 424, 425, -1 - 25, 50, 21, -41, -29.728080 - 0.009184
285, 0, 0, 3 - 0, 0, 0, 0, 0.000000 - 0.000000
286, 426, 427, -1 - 21, 21, 6, 1, 49.009674 - 0.413817
287, 0, 0, 3 - 0, 0, 0, 0, 0.000000 - 0.000000
288, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
289, 0, 0, 18 - 0, 0, 0, 0, 0.000000 - 0.000000
290, 0, 0, 1 - 0, 0, 0, 0, 0.000000 - 0.000000
291, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
292, 0, 0, 11 - 0, 0, 0, 0, 0.000000 - 0.000000
293, 0, 0, 10 - 0, 0, 0, 0, 0.000000 - 0.000000
294, 428, 429, -1 - -14, -31, -6, 41, 23.856319 - 0.247109
295, 430, 431, -1 - -13, -6, -46, 1, 84.966582 - 0.005325
296, 432, 433, -1 - 32, 33, -26, 44, -46.549883 - 0.945660
297, 0, 0, 10 - 0, 0, 0, 0, 0.000000 - 0.000000
298, 0, 0, 10 - 0, 0, 0, 0, 0.000000 - 0.000000
299, 0, 0, 11 - 0, 0, 0, 0, 0.000000 - 0.000000
300, 434, 435, -1 - 28, -24, 22, -16, 65.276040 - 0.055757
301, 436, 437, -1 - 16, 7, -1, 0, 90.533158 - 0.550984
302, 0, 0, 11 - 0, 0, 0, 0, 0.000000 - 0.000000
303, 438, 439, -1 - 17, -1, 1, -10, -73.668630 - 0.721928
304, 0, 0, 10 - 0, 0, 0, 0, 0.000000 - 0.000000
305, 0, 0, 11 - 0, 0, 0, 0, 0.000000 - 0.000000
306, 440, 441, -1 - -14, -1, 11, 1, 20.175787 - 0.031071
307, 442, 443, -1 - 25, -44, 9, -1, -25.443281 - 0.273995
308, 0, 0, 15 - 0, 0, 0, 0, 0.000000 - 0.000000
309, 0, 0, 20 - 0, 0, 0, 0, 0.000000 - 0.000000
310, 444, 445, -1 - 17, -1, 1, 1, 48.844874 - 0.890492
311, 0, 0, 21 - 0, 0, 0, 0, 0.000000 - 0.000000
312, 446, 447, -1 - 0, 0, 49, -24, -40.684225 - 0.235193
313, 448, 449, -1 - -9, -6, -5, 58, -41.966002 - 0.134584
314, 0, 0, 10 - 0, 0, 0, 0, 0.000000 - 0.000000
315, 0, 0, 14 - 0, 0, 0, 0, 0.000000 - 0.000000
316, 450, 451, -1 - -18, -48, -2, -19, 53.147984 - 0.139233
317, 452, 453, -1 - -3, -3, -46, -30, 11.044649 - 0.692689
318, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
319, 0, 0, 10 - 0, 0, 0, 0, 0.000000 - 0.000000
320, 454, 455, -1 - -4, -23, -3, -1, 41.782891 - 0.011579
321, 456, 457, -1 - 38, 45, 2, -15, -8.987701 - 0.994539
322, 458, 459, -1 - 2, -22, 24, -13, -65.581225 - 0.108440
323, 0, 0, 10 - 0, 0, 0, 0, 0.000000 - 0.000000
324, 460, 461, -1 - -44, 19, 16, -30, 87.597278 - 0.999142
325, 462, 463, -1 - 38, 45, 2, -15, -8.987701 - 0.869138
326, 464, 465, -1 - 17, -1, 1, 1, 48.844874 - 0.961237
327, 466, 467, -1 - 23, -27, -22, -42, 15.567492 - 0.040265
328, 0, 0, 10 - 0, 0, 0, 0, 0.000000 - 0.000000
329, 0, 0, 14 - 0, 0, 0, 0, 0.000000 - 0.000000
330, 468, 469, -1 - 12, 15, 56, -10, -18.521683 - 0.811278
331, 470, 471, -1 - 0, -55, 46, -35, -85.839412 - 0.468996
332, 0, 0, 15 - 0, 0, 0, 0, 0.000000 - 0.000000
333, 472, 473, -1 - -30, -5, -10, -11, 4.886013 - 0.007747
334, 474, 475, -1 - 9, 31, -45, 16, 81.670583 - 0.901170
335, 476, 477, -1 - -4, -38, 3, -10, -1.223792 - 0.164890
336, 478, 479, -1 - -54, 10, 0, -34, -23.593860 - 0.949592
337, 480, 481, -1 - 19, -48, 53, 10, 70.830409 - 0.201966
338, 482, 483, -1 - 44, -14, 0, 0, 11.484115 - 0.999355
339, 484, 485, -1 - 24, -21, 33, -41, -83.721427 - 0.810983
340, 486, 487, -1 - 9, 1, -16, 0, 12.302011 - 0.516747
341, 488, 489, -1 - 38, -15, 25, 36, -31.907102 - 0.009898
342, 0, 0, 7 - 0, 0, 0, 0, 0.000000 - 0.000000
343, 0, 0, 6 - 0, 0, 0, 0, 0.000000 - 0.000000
344, 0, 0, 7 - 0, 0, 0, 0, 0.000000 - 0.000000
345, 490, 491, -1 - -42, 23, 18, 1, -27.811518 - 0.803579
346, 0, 0, 6 - 0, 0, 0, 0, 0.000000 - 0.000000
347, 0, 0, 7 - 0, 0, 0, 0, 0.000000 - 0.000000
348, 492, 493, -1 - -4, -15, 28, 39, 31.369976 - 0.005339
349, 494, 495, -1 - -20, -7, -9, 43, 34.183782 - 0.365055
350, 496, 497, -1 - 13, -7, 13, 19, 30.478835 - 0.271034
351, 0, 0, 9 - 0, 0, 0, 0, 0.000000 - 0.000000
352, 0, 0, 7 - 0, 0, 0, 0, 0.000000 - 0.000000
353, 498, 499, -1 - 2, 1, -34, 19, 45.353557 - 0.479832
354, 500, 501, -1 - 15, -3, 8, 10, -0.198370 - 0.080793
355, 502, 503, -1 - -29, -10, -13, -33, -17.813654 - 0.868040
356, 0, 0, 6 - 0, 0, 0, 0, 0.000000 - 0.000000
357, 0, 0, 10 - 0, 0, 0, 0, 0.000000 - 0.000000
358, 504, 505, -1 - 11, -42, 6, 13, 75.206763 - 0.011639
359, 0, 0, 6 - 0, 0, 0, 0, 0.000000 - 0.000000
360, 506, 507, -1 - -22, -28, -17, 5, -2.255318 - 0.468996
361, 0, 0, 14 - 0, 0, 0, 0, 0.000000 - 0.000000
362, 508, 509, -1 - 46, -6, 25, -31, -34.916227 - 0.721928
363, 510, 511, -1 - -11, 44, 11, -44, -41.264077 - 0.007266
364, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
365, 0, 0, 5 - 0, 0, 0, 0, 0.000000 - 0.000000
366, 0, 0, 12 - 0, 0, 0, 0, 0.000000 - 0.000000
367, 0, 0, 6 - 0, 0, 0, 0, 0.000000 - 0.000000
368, 0, 0, 11 - 0, 0, 0, 0, 0.000000 - 0.000000
369, 0, 0, 13 - 0, 0, 0, 0, 0.000000 - 0.000000
370, 512, 513, -1 - 54, 4, 8, 29, -48.265023 - 0.011590
371, 514, 515, -1 - -44, -6, -24, 0, 33.817560 - 1.000000
372, 0, 0, 10 - 0, 0, 0, 0, 0.000000 - 0.000000
373, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
374, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
375, 516, 517, -1 - 15, -10, 28, -22, -46.519364 - 0.031692
376, 0, 0, 18 - 0, 0, 0, 0, 0.000000 - 0.000000
377, 518, 519, -1 - 2, -53, 16, -3, -9.964293 - 0.017403
